Company,Star Rating,Current Employee,Work Duration,Review Title,Date Posted,Job Title,Job Location,Recommend,CEO Approval,Business Outlook,Pros,Cons,Advice to Management
Meta,5.0,1,more than 3 years,Great place to work,2021-03-03,Technical Sourcer,"Menlo Park, CA",2,2,2,"Work Remote, Autonomous, Good Pay and Benefits",Work life balance / Lots of pressure to excel,Move to a 4 day work week
Meta,5.0,0,more than 1 year,great,2021-03-06,Data Scientistst,"Menlo Park, CA",0,0,0,"good food, good work, good life","too much work, too hectic",
Meta,5.0,1,,Great place to work,2021-03-06,Content Lead,"New York, NY",0,0,0,"Great perks, exciting work environment.",No big cons worth mentioning.,
Meta,4.0,1,,N/A,2021-03-17,Data Scientist,"Menlo Park, CA",0,0,0,Good company to work at,reorg happen very often lately,
Meta,3.0,0,,Product Designer Intern Conversion,2021-03-18,Product Designer,"New York, NY",-1,2,1,"Great people, compensation, and benefits","If you convert from intern to FTE product design, I'd dig deep and think about if FB is truly the place you want to be. If you need to be at FB due to circumstances then go for it! but if you care about the work and as a creative care about the craft you want to implement, it'll be difficult to juggle what you want to design and what has to be designed.",
Meta,5.0,1,,Great place to work,2021-03-05,Senior Technical Recruiter,"Austin, TX",2,2,2,People are welcoming and the leadership team pays attention to what you would like to do and strive for,Normal growing pains - duplication of work on some projects,
Meta,4.0,1,more than 3 years,Great place to fast track career,2021-03-19,Software Engineer,"Menlo Park, NJ",2,2,2,"Really smart people, great perks, great comp","WLB, intense at times, middle management is a mixed bag",
Meta,4.0,1,,Good Company,2021-03-19,Software Engineer (IC3),"San Francisco, CA",0,0,0,everything taken care of for you,less responsibility and less scope for improvement,
Meta,5.0,1,more than 1 year,Great place to grow,2021-03-03,Data Engineer,"Menlo Park, CA",0,2,0,"- Learning different systems
- great benefits and food",- 6 month review cycles is a bit intense.,
Meta,5.0,0,,Great Company Overall,2021-03-04,Software Engineer(Internship),"Menlo Park, CA",2,2,0,Work pace is really quick. can learn a lot as an intern,high pressure if you want to get return offer,
Meta,5.0,1,more than 1 year,Nice company,2021-03-04,Software Engineer,"Menlo Park, CA",2,2,2,Very nice company culture for engineers,Sometimes there is huge peer pressure. But this is reasonable considering the high pay.,
Meta,5.0,1,,Awesome,2021-03-04,Public Policy Associate,"Menlo Park, CA",0,0,0,"Great workplace great employees, great flex",Employee morale can ebb and flow depending on current events,
Meta,5.0,1,more than 1 year,Recommend,2021-03-03,BI Engineer,"South San Francisco, CA",0,0,0,Good medical and other benefits,You need to check your work life balance,
Meta,5.0,0,more than 1 year,Pretty good experience,2021-03-03,Software Engineer,"Ferndale, WA",0,0,0,"Great benefits, decent pay and career growth potential",The work is definitely changeable and there is a lot of pressure,
Meta,4.0,1,more than 1 year,Good,2021-03-17,Software Engineer Intern,"Menlo Park, CA",2,0,2,good good good good good,not bad not bad not bad not bad not bad not bad,
Meta,4.0,1,more than 1 year,Great pay,2021-03-17,Technician,"Seattle, WA",0,0,0,"Strong, competitive entry level compensation",I think the news can show you that,
Meta,1.0,1,more than 3 years,It's not great.,2021-04-07,Product Specialist,"Menlo Park, CA",-1,-1,-1,"Good food, smart people, decent managers","Unethical company, constantly feeling like you're not important (if you're not an Engineer), bad hours (depending on the team)","Honestly, it's kind of a sinking ship at this point."
Meta,5.0,1,less than 1 year,Props,2021-03-01,Account Manager,"Austin, TX",2,2,2,Work life balance is great,Too much work at times,
Meta,4.0,1,more than 3 years,FB Employee,2021-03-16,Data Sienctist,"Menlo Park, CA",2,1,2,"Great benefits, lots of important and impactful work to do","Lots of work, less personable (not fun) culture on my team. 
Don't like the people's interactions as much as when I was at Google",Make the work impactful but fun as well for the people and build a culture where people would want to interact with each other more personally.
Meta,4.0,1,more than 5 years,Great,2021-03-16,Program Manager,"Menlo Park, CA",2,-1,1,forward thinking company with a lot of smart people,"Need more diversity in leadership, many key decisions are made by people who do not understand the value of diverse thoughts and opinions in key rooms.",
Meta,5.0,1,more than 1 year,Work on Problems at Scale,2021-03-01,Software Engineer (IC4),"Menlo Park, CA",2,1,2,"You're able to work on large problems, and have really great freedom to pick what type of team & product you want to work on. You can work in ads, on Instagram, on Facebook products, or other things. WLB is generally pretty good compared to startups.","Public perception of the company is at an all time low, and at times I doubt the direction myself",Share power more
Meta,4.0,1,more than 1 year,so far so good,2021-03-14,Solutions Architect,"San Francisco, CA",2,2,2,very good company culture in the area,none that I can think of,
Meta,4.0,1,more than 3 years,Good,2021-03-15,Software Engineer,"Menlo Park, CA",0,0,0,"Good growth, learn, development, prestigious","work-life balance, peer pressure, long hours,",
Meta,2.0,0,more than 1 year,Not terrible,2021-03-12,Technical Recruiter,"Menlo Park, CA",-1,1,1,"Great Benefits, Decent Work-Life Balance, Nice people",This place is run like an agency and no freedom for decision making,Focus less on numbers and more on quality
Meta,3.0,0,more than 5 years,Poor WLB,2021-03-15,Program Manager,"Menlo Park, CA",-1,1,1,Salary and perks and ability to work remote,Everyone focused on getting recognized for their individual impact,
Meta,3.0,1,,Corporate Era,2021-03-15,Product Marketing Manager,"San Francisco, CA",2,1,2,Huge flexibility across your schedule and work,Corporate and more red tape,Focus on middle tier management
Meta,5.0,0,,Good,2021-02-28,Product Manager,"New York, NY",2,2,2,There so their best fit the social,It is the beast of the biggest and baddest.,Be better
Meta,4.0,1,less than 1 year,Great company,2021-03-14,Senior Network Engineer,"Menlo Park, CA",2,2,2,Great company. You can champion a lot of initiatives,Some people not very committed,Try to know who are really committed to the company's cause and reward them fairly and try to understand who are not so committed or barely committed.
Meta,4.0,0,more than 5 years,Ehh,2021-03-14,Senior Software Engineer,"San Jose, CA",2,1,1,Good environment Good Pay Enjoyable Would recommend,Not a lot of free time,
Meta,4.0,1,,Relatively positive experience!,2021-03-14,Community Coordinator,"New York, NY",0,0,0,"Big company, lots of opportunity to learn","Hard to grow, very fast paced",
Meta,5.0,0,more than 1 year,Best company I've worked so far,2021-02-27,Software Engineer,"Menlo Park, CA",2,2,2,"Definitely a great place to work and a lot of smart people to work with. As an engineer, they got great tooling and robust infra for you to work above.","The company is in trouble with all the politics, and company has to be very careful which became a burden to the process sometimes",
Meta,5.0,1,,great company great culture,2021-02-27,Marketing Sciences Manager,"Austin, TX",0,0,0,"In general, great company great culture, great benefit and leadership","In general a very great company to work with, only cons is Career growth speed.",
Meta,4.0,1,,Rightly rewarded for hardwork,2021-03-13,Software Engineer,"Menlo Park, CA",0,0,0,Well defined culture and processes,A lot of peer pressure,
Meta,5.0,1,more than 1 year,Great place to work,2021-02-25,Digital Marketing Manager,"Menlo Park, CA",2,2,2,You work with the smartest people on the planet,Work around the clock with global teams,
Meta,4.0,1,,Great company,2021-03-12,Recruiting Coordinator,"San Francisco, CA",0,0,0,Amazing benefits and wonderful employees,Career can be a bit slow,
Meta,5.0,1,,"Great Company, really take care of you",2021-02-19,Product Designer,"Los Angeles, CA",2,2,2,Great opportunities as a designer. Lots of interesting things to do. Lots of growth potential in your career. Great benefits on top of compensation.,Compensation bonuses are a bit rigid and doesn't account always for unforeseen events.,
Meta,3.0,1,more than 3 years,"Great Benefits, No Growth - Big Tech Culture",2021-02-24,Recruiter,"Menlo Park, CA",2,0,-1,"- Benefits and Pay: As someone who joined early in my career, I definitely found the benefits and pay to be some of the pros of working at Facebook. 
- Amenities: When we were in the office, the company did a great job of providing all of the amenities (food, new offices etc) which made working at a big tech company worthwhile.","- Career Growth and Opportunities: I'd be cautious of joining Facebook out of college or early in my career because it is difficult to gain new experiences or make internal moves once you are at Facebook - this is pretty similar at most big tech companies, but it has become a major issue here.
- Burnout: A huge number of employees are burnt out from the constant pressure over the past year - the pandemic and current Facebook culture has made working there much less enjoyable.",Create opportunities for growth in order to foster growth for younger employees
Meta,5.0,1,more than 1 year,Operations Program Manager,2021-02-25,Program Manager,"Fremont, CA",2,2,2,"Great, caring company with awesome benefits and culture",Difficult to have a work/life balance sometimes but depends on which team you're on,
Meta,4.0,1,,nice,2021-03-11,Data Analyst,"San Diego, CA",0,0,0,"big name, nice team to work with, fair salary",don't like the impact driven environment,
Meta,5.0,1,more than 1 year,Great work environment to grow your career!,2021-02-21,Technical Sourcer,"San Francisco, CA",2,2,2,Food and environment! Tons of tools and teams!,"Faced pace, but encourages growth.","I enjoy the transparency and ability to grow my career, thank you!"
Meta,3.0,1,,FB review,2021-03-11,Research Engineer,"Pittsburgh, PA",0,0,0,"Bottom-up management, plenty of autonomy","Very disorganized, scattered research scientists- research engineer colleboration",
Meta,5.0,1,,Great company to work for,2021-02-23,Data Science Manager,"San Jose, CA",2,2,2,"great opportunities and benefits, flat org","work-life balance, moving too fast",
Meta,5.0,1,more than 1 year,Full stack developer,2021-02-24,Junior Front End Developer,"Seattle, WA",2,2,2,"Comfortable
 good
 multi-nationality
 calm 
kind","A lot of people
Professional
Hard working
Hard to rise
High rent prices",
Meta,5.0,1,more than 1 year,Amazing Company and Culture!,2021-02-24,Recruiter,"Los Angeles, CA",2,2,2,"Culture, Benefits, Reward, Comp Philosophy, Tools, Mentorship, Leadership","nothing, one of the best companies to work for and its evident from day one",
Meta,5.0,1,more than 1 year,Best company to work for in the world,2021-02-24,Product Development,"Menlo Park, CA",2,2,2,"Amazing People, and supportive culture",PSC cycle can be draining at times,
Meta,5.0,1,more than 1 year,"Great company, fun people",2021-02-24,Network Automation Engineer,"Fremont, CA",2,2,2,"1. Smart folks
2. Great cutting edge work",1. Work life balance is okayish and can be better,
